ISBN           Title                                    Ed  Author(s)                                     Year  Price   
6536862526228  Hardware Principles                       9  Gerry Tanenbaum & Eve Ross                    1995   52.48
6497318167262  Mastering Computer Concepts               5  Alice Silberschatz & Alice Ross               2014   58.39
4667610263051  Advanced C++ Basics                       6  Eve Patterson & Frank Silberschatz            1992   84.53
9615200130721  Secure Systems                            7  Harry Lee                                     2002    2.53
9190328632737  Java Basics                               4  Jenny Kurose                                  2002   43.89
0242590991639  Introduction to C++ Concepts              8  Irene Null & Gerry Null                       2017   60.32
6987117937755  Hacking C++ Security                      5  David Quicksilver                             2008   16.25
7009042645808  Hardware Systems                          6  Eve Patterson & Jenny Kurose                  1993   86.94
4999497979059  Developing Python Fundamentals            6  Charlie Kurose                                1990   91.96
9825911283412  Developing Web Systems                    4  Irene Quicksilver & Alice Lee                 2011   91.59
8781595655395  Introduction to Operating Principles      3  Irene O'Reilly & Jenny Ross                   2010   14.89
0680125371089  Secure Systems                            9  Harry Lee & Irene Ross                        2015   87.07
9492807507806  Introduction to Secure Security           2  Alice Miller & Harry O'Reilly                 2004   76.77
4612857265583  Computer Systems                          4  David O'Reilly & Bob Patterson                2011   71.44
5573951322992  Secure Systems                            6  Jenny Null                                    1999   66.47
1142889204577  Hardware Systems                          5  Gerry Miller                                  2013   97.56
4606008816969  Mastering Computer Fundamentals           3  Charlie Lee & Irene Quicksilver               2004   66.48
2712414878566  Computer Problems                         8  Alice Kurose                                  2001    1.50
3534684421934  C++ Concepts                              5  Eve O'Reilly                                  2014   17.71
9626342797908  Developing Hardware Principles            8  Jenny Ross & David Patterson                  2017   38.30
9608711569765  Diving into Web Problems                  3  Irene Tanenbaum & Harry Silberschatz          2005   74.37
0202942567310  Mastering Secure Systems                  3  Jenny Null                                    2007   69.65
6605943830235  Diving into Operating Networks            2  Harry Silberschatz & Frank Patterson          2002   74.34
3674228052210  Understanding Python Concepts             1  Bob Kurose                                    2007   28.37
3176502207637  Python Networks                           6  Eve Lee & Alice Quicksilver                   2008    2.61
9530163877662  Computer Networks                         2  Irene Silberschatz & Charlie Null             2011   51.99
8436137011053  Hardware Problems                         7  Jenny Miller                                  1995   33.44
5641951100618  Hacking Database Networks                 6  Bob Null & Gerry Kurose                       1990   79.25
3471101626569  Web Systems                               1  Eve Ross & Gerry Kurose                       1996   31.16
4087736189984  C++ Systems                               3  Frank Ross & Irene Ross                       1998   29.14
0994150453952  Introduction to Secure Security           5  Bob Quicksilver & Jenny Quicksilver           2000    5.29
2163683234755  Understanding Operating Networks          7  Harry Miller                                  1991   40.30
9799044577456  Introduction to Computer Fundamentals     2  Charlie Lee & Gerry Null                      2013   14.46
2766919269841  Developing Python Problems                7  Eve Kurose                                    2012   34.88
8883983646248  C++ Concepts                              5  Frank Miller & Irene Silberschatz             1993   10.71
4835051770885  Secure Basics                             4  Harry Quicksilver & Alice Quicksilver         2001    2.26
3150789236028  C++ Principles                            5  Frank O'Reilly                                2017   97.13
5493372506551  Mastering Hardware Fundamentals           6  Gerry Null & David Silberschatz               2006   40.40
6782814746241  Game Fundamentals                         2  Charlie Quicksilver & Frank Tanenbaum         2002   21.97
6067664150948  Database Networks                         7  David Lee                                     1991    2.30
2056208857347  Operating Systems                         9  Eve Tanenbaum                                 1990    3.35
1617369145678  Mastering Operating Systems               3  Gerry Patterson & Alice O'Reilly              2001   16.91
2778746878667  Advanced Python Basics                    2  Harry Tanenbaum & Frank Kurose                2003   15.62
7751420351319  Hacking Python Security                   6  Gerry Miller                                  2015   28.34
6176690717906  Game Networks                             3  David Miller & Eve Null                       2009   76.83
5657788277731  Mastering Database Problems               6  Gerry O'Reilly                                2005   16.65
6189781837926  Hacking Python Principles                 6  Irene Miller                                  1990   62.07
1161285099367  Advanced Secure Concepts                  2  Jenny Quicksilver & Alice Miller              2004   21.20
1917240635491  Diving into Computer Basics               7  Charlie Silberschatz                          1997   47.05
4670062892215  C++ Systems                               8  Charlie Kurose & Frank Tanenbaum              2016   14.10
2742975229669  C++ Problems                              1  Frank Kurose                                  2013    2.55
9437093594588  Mastering Game Systems                    8  Charlie Quicksilver & Alice Quicksilver       2000   84.13
3587227362149  Advanced Secure Systems                   2  Frank Miller                                  2009   66.88
4267462572776  Mastering Computer Networks               8  Gerry Quicksilver & Gerry Lee                 1991   91.64
2875270068225  Computer Fundamentals                     1  Frank Quicksilver & David Silberschatz        1992   16.94
7498268963246  Secure Principles                         2  David Miller                                  1990   37.84
1574329210263  Game Systems                              4  Eve Silberschatz                              2004   90.53
1983536418920  Diving into Computer Networks             8  Gerry Silberschatz & Alice Ross               1991   15.38
0344752263598  Hacking Python Concepts                   4  Harry Silberschatz & Charlie O'Reilly         1992   27.75
1445042916359  Operating Concepts                        8  Gerry Kurose & Bob Silberschatz               1991   39.53
3803200853490  C++ Basics                                1  Alice Ross                                    2000   83.86
2851285495853  Computer Problems                         7  Alice Patterson                               1997   26.54
9869513689494  Hacking Operating Fundamentals            9  Alice Kurose                                  2004   61.58
1331034661577  Game Principles                           7  Gerry Silberschatz                            2001   11.34
7437268122472  Mastering Java Fundamentals               2  Jenny Quicksilver                             2006   59.34
8878684130159  Developing Computer Basics                7  Jenny Patterson & David Tanenbaum             2005   25.53
8352283012604  Computer Problems                         2  Charlie Lee & Gerry O'Reilly                  2016   96.88
5303221605007  Hacking Database Basics                   1  Irene O'Reilly & Bob Miller                   1998   29.57
1600583244754  Computer Networks                         5  Frank Quicksilver & David Silberschatz        1990   79.33
9760021762646  Developing Web Concepts                   8  Charlie Lee & Bob Null                        1990    0.56
1687342623295  Computer Basics                           2  Bob Miller & Gerry Silberschatz               1994    4.23
4750744764295  Developing Secure Concepts                4  David Ross                                    2006    8.55
7135925773280  Advanced Game Systems                     1  Jenny Null                                    1994   21.20
9223377500645  Introduction to Game Principles           9  Bob Ross & Eve Kurose                         2003   46.52
4358432621182  Hacking Secure Security                   4  Gerry Patterson                               2000   34.82
0265747616215  Database Systems                          9  David Silberschatz & Jenny Null               2002   49.04
7722016280391  Developing Java Networks                  3  Frank Miller                                  2006   73.40
8349194273890  Hardware Fundamentals                     3  Gerry Miller                                  2006   18.35
0295118512164  Diving into C++ Concepts                  1  Gerry Null                                    2000   68.07
8829409702471  Computer Security                         5  Gerry Kurose & Irene Kurose                   2006   56.07
8356391661402  Hardware Basics                           3  Irene Silberschatz                            2011   68.62
0977675314993  Java Concepts                             8  Jenny O'Reilly & Frank Silberschatz           2013   70.10
6206771031817  Developing Operating Systems              1  Charlie Patterson & Eve Lee                   2004   17.60
5735949414070  Java Problems                             2  David Ross                                    1993   94.06
6781040045527  Java Problems                             1  Irene Patterson                               1998   51.34
0370764032545  Secure Concepts                           8  Frank Kurose                                  1995   64.30
6949218160255  Operating Basics                          6  Harry Quicksilver                             1990   85.45
2066298917349  Operating Networks                        4  Irene Null                                    2002   23.60
9427911613865  Mastering Python Fundamentals             7  Jenny Lee                                     2003   64.88
0288419906925  C++ Concepts                              4  Harry Miller & Alice Kurose                   2002   37.95
3118795712033  Developing Python Basics                  6  Charlie Miller & Bob Tanenbaum                1996   59.24
4174390504989  Diving into Computer Networks             2  David Silberschatz & Bob Kurose               2013    7.49
0269586642245  Hacking Database Problems                 4  Jenny Miller & Gerry Quicksilver              1999   73.18
3914618322922  Developing Web Networks                   1  Jenny Null                                    2010   51.54
2757606587185  Introduction to Game Basics               6  Harry Lee & Charlie O'Reilly                  1998   49.43
4702282043076  C++ Concepts                              3  Alice Null & Eve Silberschatz                 2006    4.17
6898874284363  Operating Security                        2  Gerry Quicksilver & Irene Lee                 2003   99.23
5445683532917  C++ Basics                                4  Bob Null & Charlie Patterson                  2006   38.38
3495381842806  Mastering Web Fundamentals                4  Eve Ross                                      2013   18.37
0587525447819  Database Fundamentals                     4  Alice Kurose                                  2006   27.95
5744577632432  Game Problems                             6  David Quicksilver & Jenny O'Reilly            1991   63.36
1405771327345  Mastering Java Networks                   6  Frank Kurose                                  2018   75.49
2937704215485  Mastering Secure Networks                 4  Bob Kurose                                    1991   17.19
9573820310712  Advanced Operating Systems                1  Bob Miller & Bob Ross                         1996   54.13
5264487167149  Hardware Fundamentals                     7  Frank Quicksilver                             2009   52.25
7360516815288  Web Problems                              7  Irene Miller                                  2005   53.71
8381456735429  Operating Security                        9  Bob Quicksilver                               2013   23.32
9649893209297  Operating Basics                          4  Jenny Patterson                               1994   28.43
8563182721136  Understanding Operating Concepts          5  Bob Lee & David Quicksilver                   2018   42.93
9987227673081  Hacking Python Systems                    6  Bob Miller                                    2006   15.53
6399941694138  Game Fundamentals                         8  Harry Miller & Harry Ross                     2002    9.11
2287070676012  Developing Web Fundamentals               8  Gerry Lee & Bob Miller                        2012   11.86
7652323214584  Python Problems                           7  David Null                                    2006   71.70
7348743378423  Web Problems                              5  Jenny Tanenbaum & Alice Lee                   2006   71.09
3177589727983  Hardware Principles                       9  Gerry Patterson                               2013   16.03
0048048977514  Hacking Python Basics                     9  Gerry Silberschatz & Bob Patterson            2011   79.08
4392512269859  Understanding Secure Principles           5  Harry O'Reilly & Gerry Null                   2007   91.99
5558624858604  Game Fundamentals                         5  David O'Reilly & Irene Tanenbaum              1999   69.62
9680515779481  Developing Computer Concepts              9  Eve Miller & Alice Silberschatz               2016   61.93
1451344828939  Diving into Computer Security             4  Charlie O'Reilly & Jenny O'Reilly             2005   35.07
0787089742579  Computer Basics                           7  David Tanenbaum & Jenny Patterson             2015   32.37
3794248111745  Operating Basics                          9  David Null                                    2016   43.89
8103476709817  Mastering Game Principles                 6  Frank Miller & Irene O'Reilly                 1991   46.73
2988191468738  Secure Systems                            1  Jenny Tanenbaum                               2002   69.97
4062423302106  Introduction to Python Security           6  David Kurose & Harry Patterson                2016   45.80
2439959998911  Advanced Operating Networks               6  Irene Patterson & Gerry Miller                2010   30.82
3896267319306  Java Systems                              6  Charlie Lee & David Lee                       2000   75.43
6104703305844  Hardware Networks                         7  David Tanenbaum & Bob Ross                    1990   69.09
5714818207855  Developing Hardware Networks              7  Eve Miller & Charlie Silberschatz             1993    5.67
4932455830284  Hacking Game Concepts                     7  Jenny O'Reilly                                1996   14.56
2586986165617  Introduction to Python Basics             8  Charlie Miller & Frank Miller                 1990   45.34
4255553381199  Advanced Java Security                    2  Alice Patterson                               2018   80.38
1440215124433  Python Systems                            5  Charlie Tanenbaum                             2012   10.42
7895390721769  Hacking Database Networks                 1  Charlie Tanenbaum                             1998   72.41
1423144715552  Advanced Hardware Fundamentals            7  Eve O'Reilly                                  1994   28.46
1601709368479  Python Networks                           3  Alice Ross                                    2004   51.19
4342542494444  Developing Web Concepts                   1  Charlie Quicksilver & Irene Lee               2005   97.63
4135528219339  Hacking C++ Principles                    1  Frank Tanenbaum & Gerry Kurose                1995   17.57
9801360942499  Advanced Computer Principles              7  Alice Null & Irene Ross                       2007   10.95
0834986654094  Python Security                           7  Alice Tanenbaum & Eve Quicksilver             2014    2.19
6297064189693  Diving into Java Systems                  7  Jenny Ross & Jenny Quicksilver                2002   89.13
5853250180886  Python Systems                            4  Frank Ross                                    2000    4.47
1912894237796  Operating Systems                         5  Harry Patterson                               2003   10.98
6292192093814  Mastering Web Problems                    4  Irene Quicksilver & Irene Lee                 1994   93.95
0867695366662  Operating Fundamentals                    8  Alice O'Reilly & Jenny Quicksilver            2011   74.16
0319339987506  Mastering Secure Security                 6  Frank Quicksilver                             2000   78.63
1785968243269  Java Systems                              9  David Silberschatz                            2011   38.12
1490323616477  Advanced C++ Fundamentals                 7  Gerry Miller & Harry Quicksilver              2007   24.28
1792436382325  Introduction to Java Basics               8  Bob Null & David Silberschatz                 2011   89.08
1003200816948  Java Concepts                             2  David O'Reilly                                2005   88.95
2685902836012  Diving into Java Basics                   3  Irene O'Reilly & Charlie Ross                 1994   76.10
9347408977746  Diving into Java Fundamentals             1  Frank Lee                                     2008   91.02
1927745760597  Secure Problems                           4  Jenny Patterson & Frank Quicksilver           2014   30.55
1707966495312  Java Security                             3  Eve Quicksilver                               2009   77.70
0757939140916  C++ Systems                               4  Harry Quicksilver                             2008   40.60
9531277227620  Computer Principles                       9  Bob O'Reilly & David Lee                      2003    1.50
4386200086284  Advanced Database Concepts                1  David Lee & Charlie O'Reilly                  1998   69.53
9888765655067  Web Security                              3  David Kurose & Alice Kurose                   1991   89.25
2577188255088  Mastering Computer Security               1  David Miller & David Tanenbaum                2013    7.19
9336594251795  Web Security                              5  Jenny Miller & Frank Kurose                   2003   16.26
2864704628813  Hardware Problems                         1  Charlie Tanenbaum & David Quicksilver         2007   20.15
0264437664970  Java Concepts                             1  Alice Silberschatz & Charlie Null             1997   70.99
6068371271879  Diving into Hardware Concepts             3  David Null                                    1992   37.21
3923140641013  Diving into Secure Basics                 7  Charlie Lee & Alice Quicksilver               1990   55.22
6368677775845  Hacking Operating Basics                  2  David Ross & Harry Kurose                     2005   59.33
9287947418175  Advanced Hardware Concepts                9  Gerry Quicksilver & Jenny Null                1993   74.71
0543085316151  Computer Security                         5  Bob Quicksilver                               1991   66.32
6915094459001  Introduction to Web Security              6  Bob Tanenbaum                                 2001    3.42
2624110232831  Hacking Computer Systems                  8  Irene Ross                                    1996   48.05
1117672246854  C++ Principles                            2  Charlie O'Reilly & Bob O'Reilly               2001   62.43
9919062571082  Developing Java Systems                   5  Jenny Tanenbaum & Jenny Kurose                2005    0.84
7627367327863  Hacking C++ Systems                       4  Irene Miller                                  1998   88.58
6267712434137  Mastering Web Concepts                    8  Jenny Null & Irene Null                       2008   92.61
5179381017419  Web Security                              5  David Lee                                     2017   71.47
1184679193193  Computer Concepts                         1  David Patterson                               2010   66.75
4265688338995  Operating Problems                        1  Charlie Null                                  2011   46.67
5292438687367  Secure Principles                         4  Harry Quicksilver                             2003   18.70
2368688180539  Advanced Java Systems                     8  Alice Miller                                  1995   16.26
6349352115296  Computer Concepts                         9  David Lee                                     1993   93.03
1372206145136  Understanding Secure Problems             4  Bob Tanenbaum & Frank Miller                  1992   86.80
7923632058951  Diving into Operating Systems             9  Alice O'Reilly                                1997   36.39
7926691463922  Hacking Computer Problems                 4  Gerry Silberschatz                            2008   35.02
7611213936346  Java Security                             4  Irene Quicksilver & Charlie O'Reilly          2012    6.75
5406446291165  Database Concepts                         1  Charlie Lee                                   2014   14.43
2046742898421  Diving into Secure Problems               5  Alice Lee & Irene Silberschatz                2016   20.47
1112227180133  Diving into Database Basics               9  Harry Silberschatz & Alice Ross               2001   22.20
1441441524827  Hacking Python Concepts                   5  Eve Patterson                                 2011   83.68
0810284223711  Secure Security                           1  Irene Null                                    1999   54.67
3251326123409  Developing Database Networks              5  David Null                                    2007   76.62
9216291025061  Advanced Database Fundamentals            3  Irene Ross                                    1997   40.99
3251941209193  Java Principles                           1  David Null & Charlie Miller                   2015   72.54
1979909977566  Secure Principles                         2  Gerry Null & Charlie Lee                      2007   96.07
6216963240502  Hacking Web Basics                        1  Harry Quicksilver                             1996   12.40
4787282169039  Diving into Database Networks             2  Charlie Patterson                             2013   48.45
1730182787519  Mastering Game Problems                   8  Harry Tanenbaum & David Patterson             1996   50.21
8721340552660  Developing Operating Security             7  Frank O'Reilly & Jenny Miller                 1990    3.12
8966900795787  Understanding Java Security               8  Irene Null                                    2018   44.92
3530138786961  Introduction to Secure Fundamentals       6  Harry Silberschatz                            2012   64.51
7742232904668  Hardware Fundamentals                     6  Alice Quicksilver & Charlie Patterson         2001    8.20
8576179536025  Java Concepts                             3  Eve Ross & Jenny Lee                          2015   83.70
3908357628728  Introduction to Python Systems            3  Eve Kurose                                    2012   42.02
0034454305064  C++ Security                              7  David Lee                                     2008   25.70
2209344356933  Understanding C++ Basics                  3  Bob Ross                                      1992   78.92
3835205595128  Introduction to Computer Principles       8  Jenny Tanenbaum                               1995   86.97
1147440273251  Developing Java Concepts                  9  Alice O'Reilly                                2009   89.75
0032916441927  Hacking Hardware Problems                 3  Frank Ross & David Null                       2018   73.28
7096040848279  Python Basics                             9  Harry Quicksilver & Alice Tanenbaum           1999   23.38
8622602916922  Advanced Hardware Basics                  5  Irene Miller & Jenny O'Reilly                 1995   96.22
7976383850390  Introduction to Python Security           4  Jenny Quicksilver & Frank Ross                2017   54.69
4053691630367  Web Problems                              8  Frank Ross & Irene Lee                        2001   80.69
9413633327569  Java Concepts                             2  Irene Null & Jenny Lee                        1993    2.75
4456858096650  Computer Principles                       5  Gerry Tanenbaum & Eve Null                    1998   85.55
7574244835185  Game Basics                               3  Irene Ross & Bob Kurose                       2006   58.70
8453391153734  Hardware Security                         5  Gerry Patterson & Charlie Silberschatz        1995   84.86
6532547443954  Web Fundamentals                          5  Eve Ross & Frank Lee                          2001   63.27
1355840905491  Secure Security                           3  Alice Miller                                  2004   13.52
0117990378007  Mastering Secure Principles               9  Irene Lee                                     1991   14.99
5566265877117  Java Security                             6  Harry Silberschatz                            2010   60.30
9441319938551  Computer Fundamentals                     5  Alice Kurose & Harry Silberschatz             2003   88.51
9441775936726  Diving into Computer Security             2  Harry Tanenbaum & Jenny Silberschatz          2014    6.18
7693675567214  C++ Fundamentals                          4  Jenny Silberschatz                            2009   37.45
9378845059896  Advanced C++ Basics                       9  Alice Silberschatz                            2004    2.98
6199483636590  C++ Basics                                6  Charlie Kurose & Irene Lee                    1992   93.07
3726434470704  Hardware Fundamentals                     8  Charlie Patterson                             2005    0.24
6810341160160  Understanding Web Security                4  Harry Quicksilver & Eve O'Reilly              1996   84.40
6124357825351  Diving into Python Principles             5  Jenny Lee & Eve Silberschatz                  2011    7.30
9102949547034  Mastering Java Networks                   8  Jenny Patterson & Alice Silberschatz          2011   18.47
6726482933398  Diving into Java Concepts                 6  Bob Lee & Jenny O'Reilly                      1992   35.42
0742814473088  Java Systems                              1  Irene O'Reilly                                1999   51.51
9250392382589  Database Concepts                         7  David Ross & Alice Ross                       1991   80.19
2230957843492  Python Networks                           5  Bob Lee                                       1996   66.68
4629774111563  Introduction to Web Principles            1  Irene Ross & Charlie Null                     2008   18.20
7633077760088  Advanced Java Concepts                    4  Alice Miller                                  2013   11.87
6657978066017  Introduction to Hardware Principles       9  Charlie Patterson                             1991   55.09
7969410403488  Hardware Security                         7  Jenny Patterson                               2002   11.83
6502299580318  Understanding Computer Security           9  Gerry Miller & David Quicksilver              2011   13.83
7669251287015  Secure Systems                            1  Charlie Lee & David Silberschatz              1991   37.41
8594806636082  Hacking Computer Basics                   4  Eve Lee                                       2013   16.00
4210273143364  Diving into Secure Systems                6  Jenny Kurose                                  1992    3.69
4792820305606  Web Basics                                2  Frank Quicksilver & Harry O'Reilly            1991    5.19
7092301003548  Advanced Database Networks                4  Eve O'Reilly & Alice Kurose                   1992   67.56
8636291087545  Mastering Operating Problems              5  Jenny Ross                                    2000   90.69
2900654001665  Understanding C++ Problems                2  Frank Quicksilver & Harry Miller              1992   55.01
7640213409509  Hardware Concepts                         1  Jenny Patterson & Bob Quicksilver             2001   56.92
8213782822846  Introduction to Web Concepts              2  David Patterson                               1991   61.11
2785710022464  Advanced Web Security                     2  Harry Ross & Jenny Miller                     2009   39.43
0749446676732  Introduction to Operating Basics          3  Jenny Ross & Alice Ross                       2015   99.61
3906542260725  Advanced Game Networks                    3  David Miller                                  2007   89.95
5938904919705  Python Security                           5  Harry Tanenbaum                               1993   36.29
3358588845942  Hardware Networks                         5  Jenny Tanenbaum                               2014   87.83
0323411809380  Diving into Database Problems             4  Jenny Miller                                  1992    5.98
7539572497243  Hardware Networks                         7  Bob Ross & Charlie Null                       1992   64.24
9177462707594  Web Networks                              9  Alice Tanenbaum & Frank Quicksilver           1990   64.64
7045998470676  Computer Fundamentals                     8  David Miller & Bob Miller                     1990   16.20
9940862640978  Developing Database Fundamentals          6  Harry Silberschatz                            1992   39.05
8698393370999  C++ Security                              5  Charlie Kurose                                1992   88.45
6129350700919  Developing Secure Principles              1  Gerry Quicksilver                             2013   11.84
0293569404273  Understanding C++ Basics                  6  Bob Tanenbaum & Charlie Tanenbaum             1996    8.96
0553617848715  Hacking Operating Principles              1  Bob Tanenbaum & Harry Patterson               2009   30.33
1512889108795  Introduction to Secure Fundamentals       4  Eve O'Reilly                                  1990   60.94
0901695742475  Understanding Game Concepts               8  Gerry Tanenbaum & Jenny Lee                   1994   84.12
4535841394020  Secure Basics                             9  Gerry Quicksilver                             2004   10.55
5731757488532  Mastering Operating Networks              1  Gerry Miller                                  2000   15.06
3555908987920  Hardware Principles                       2  Charlie Miller                                1991   89.46
0772507358229  Web Systems                               6  Alice Silberschatz                            1999   12.44
3478002499610  Java Concepts                             4  Irene Tanenbaum                               2008   96.14
6256219675119  Diving into Java Concepts                 1  Alice O'Reilly & Charlie Silberschatz         2010    3.51
8872008862051  Secure Networks                           9  Bob Tanenbaum & David Ross                    1996   88.22
7813775205806  Hardware Systems                          9  Bob Kurose & Eve Ross                         2013   82.53
9986418202672  Introduction to Python Concepts           8  Eve Lee & Frank Kurose                        2008   70.67
6458948325605  Mastering Hardware Concepts               7  Alice Kurose & Irene Quicksilver              2001    5.63
5567948743066  Python Problems                           7  Irene O'Reilly & Irene Miller                 2007   20.34
6653391903187  Database Systems                          2  Eve Null & Eve Tanenbaum                      2001   23.99
2052910229053  Mastering Secure Problems                 1  Bob Tanenbaum & Harry O'Reilly                2017   92.76
7637646423015  Web Problems                              7  Charlie Ross                                  1999   92.52
6419816163704  Computer Fundamentals                     5  Charlie Miller                                2007   12.31
5148082745367  Operating Systems                         6  Jenny Silberschatz                            2017   29.58
5198341320961  Secure Security                           4  Eve O'Reilly & Charlie Ross                   2018   77.31
5661445024500  Computer Fundamentals                     4  Bob Quicksilver & Gerry Lee                   1996   22.50
6304528061940  Mastering Database Problems               4  Harry Kurose                                  2008   86.88
6229340172208  C++ Basics                                5  Gerry Kurose                                  2013   36.57
6561753281895  Mastering Game Fundamentals               6  Eve Kurose & Gerry Silberschatz               2015   96.77
8794453500494  Secure Fundamentals                       7  Bob O'Reilly & Frank Patterson                1996   66.36
5071973077253  Game Systems                              3  Charlie Ross                                  2001   22.26
3092654151762  Secure Concepts                           5  Harry Ross                                    2018   72.49
4868366251478  Game Problems                             6  Harry O'Reilly                                2003   12.78
9113376564172  C++ Fundamentals                          9  Irene Quicksilver                             1990   74.54
2655536242806  Secure Systems                            2  Gerry Ross & Frank Ross                       1998   16.97
7850664562387  Secure Networks                           5  Eve Miller                                    2006   36.37
3968246756365  Java Basics                               7  Charlie Null & Gerry Kurose                   1992   41.89
0864126059642  Computer Concepts                         1  Gerry Null                                    2008   45.98
4106981912154  Understanding C++ Basics                  7  Irene Ross                                    2015   89.81
4603915904930  C++ Basics                                2  Gerry Patterson & Eve Lee                     2018   68.04
1717352878989  Introduction to Operating Concepts        3  Eve Tanenbaum & Bob Null                      1995   82.82
8566082937469  Hardware Networks                         6  Alice Kurose                                  1996   91.10
5959552533658  Introduction to Java Systems              5  Alice O'Reilly & Eve Silberschatz             1991   45.95
4191858354843  Advanced Database Basics                  4  Jenny Ross & Jenny Null                       2010   15.71
8486252081341  Understanding Database Concepts           4  Frank Ross & Jenny Lee                        2018   38.45
3142311455855  Diving into Web Fundamentals              7  Eve Silberschatz                              2018   50.04
7870725450709  C++ Security                              2  David Lee                                     2015   17.32
6524933960664  Hacking Computer Concepts                 1  Harry Silberschatz                            2017   74.87
4377074098168  Developing Operating Principles           9  Eve Lee & Eve Silberschatz                    2012   42.35
9130725707386  Understanding Secure Fundamentals         3  Irene Silberschatz                            2001   24.06
3495702786004  Introduction to Game Networks             4  David Ross                                    1993   49.43
2417750428571  Computer Problems                         4  Bob Silberschatz                              2007    6.19
2392173054027  Advanced C++ Security                     8  Harry O'Reilly                                2016   13.98
0214938075108  Diving into Java Principles               5  Alice Silberschatz                            2012    9.36
4304236909664  Database Networks                         6  David Null & Bob Miller                       2014   43.75
5870663970464  Web Fundamentals                          3  Eve Lee                                       2018   65.57
0036799458901  Computer Security                         4  Eve Miller                                    1996   26.40
5039241185719  Hacking Hardware Fundamentals             2  Jenny Miller                                  2000   99.90
9640880602312  Operating Systems                         7  Eve Ross & Irene Tanenbaum                    1991   17.00
3632400552424  Hardware Basics                           5  Harry Miller                                  1999   94.32
4655180769166  Introduction to Game Systems              4  Irene Miller                                  2010   57.37
6942626487648  Developing C++ Networks                   7  Charlie Miller & David Lee                    2006   19.61
2019978497899  Advanced Java Networks                    8  Frank Ross & Bob Tanenbaum                    2013    0.24
1123931787609  Advanced Game Networks                    6  Frank Quicksilver & Harry O'Reilly            1994   59.82
0229855464892  Mastering Java Problems                   5  Frank Ross                                    1999   31.12
6860579798197  Python Systems                            5  David Silberschatz & Harry Tanenbaum          2002   25.29
8186311562808  Developing Python Basics                  9  Harry Silberschatz & Eve Silberschatz         1992   34.05
9160498696560  Understanding Operating Security          2  David O'Reilly & Irene Kurose                 2005   31.37
0554211839543  Developing Secure Fundamentals            1  Irene Patterson                               2008   59.42
0984266532399  Advanced C++ Systems                      4  Gerry Tanenbaum                               1991   44.38
3223109655191  Mastering Operating Principles            5  Eve Tanenbaum & Bob Lee                       2005   98.26
1038942530427  Python Basics                             8  Harry Patterson                               1998   49.94
3113519461979  Mastering Python Fundamentals             2  Charlie Quicksilver                           1999   97.75
5922567999409  Hacking Database Basics                   6  Frank O'Reilly & Harry Null                   2006   28.39
6117724833986  Python Concepts                           2  Charlie Tanenbaum & Eve Miller                2005   37.35
3606365860728  Mastering Python Concepts                 9  Gerry Silberschatz & Charlie Lee              2010   35.50
1109656440486  Developing Hardware Security              4  Charlie Lee & Frank Ross                      2007   26.18
4347059262172  Game Principles                           7  Gerry O'Reilly & Irene Quicksilver            2018   74.77
6440711017738  C++ Networks                              6  David O'Reilly & Harry Miller                 2018   80.32
5268826480967  Secure Systems                            5  David Null                                    1995   55.66
3613677459376  Introduction to C++ Problems              2  Charlie Silberschatz                          1990    5.97
8982321132475  Diving into Java Concepts                 8  Irene Miller & Harry Ross                     2012   77.75
3301509584836  Secure Principles                         4  Jenny Ross & Harry Quicksilver                1996   33.50
5561232316470  Web Networks                              2  Frank Silberschatz                            2011   78.71
8056626564737  Mastering Operating Principles            9  Eve O'Reilly                                  1998    1.02
9618499387548  Computer Principles                       4  Frank Patterson                               2000   75.71
2293160370583  Hacking Computer Problems                 1  Alice O'Reilly                                2017   41.55
1823539614946  Web Basics                                5  David Quicksilver & Frank Lee                 2018   84.56
4699488841208  C++ Fundamentals                          7  Eve Silberschatz & Alice Ross                 1999   93.51
8257409679102  Java Fundamentals                         8  Charlie Quicksilver & Eve Miller              2002   58.49
8336294918282  Introduction to Database Security         5  Charlie Silberschatz                          2009   39.35
8241538653369  Python Systems                            7  Jenny Kurose & Bob Ross                       2010    5.53
6340294640495  Advanced Java Networks                    7  Jenny Miller                                  2014   68.59
1578865396003  Hacking Computer Principles               6  Gerry Silberschatz & Irene Lee                1995    5.97
7080144939010  Web Problems                              9  Irene Kurose & Irene Ross                     2012    0.87
9723119574487  Developing Hardware Security              7  Alice Lee                                     1998   46.44
5961941776257  C++ Basics                                7  Alice Silberschatz                            2002   91.12
6687860188401  Web Basics                                1  Alice Tanenbaum                               2014   57.63
6997710703056  Advanced Python Problems                  9  Alice Ross & Harry Ross                       2008   27.44
2789615352007  Hacking Game Concepts                     3  Alice Ross                                    2010   92.98
5859269843366  Hacking Java Concepts                     2  Irene Patterson & Gerry Quicksilver           2007   33.13
7559191522206  Introduction to Python Problems           1  Gerry Patterson & Gerry Ross                  2018   64.17
2070170829870  Introduction to Web Concepts              3  Gerry Kurose                                  2016   39.25
2246198655624  Hacking Web Concepts                      4  Alice Miller & Alice Silberschatz             1995   44.23
9397383966962  Mastering Python Security                 5  David Ross & Harry Kurose                     1999   80.11
5651396914796  Mastering Python Security                 4  Eve Tanenbaum                                 2010   79.66
